Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Kuwait,KWT,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,1586.74002249824,1632.36907597206,1510.83574166095,1502.60942109247,1435.45739420215,1378.60165222648,1730.18686720708,1718.47928669024,1771.24338171559,3964.56522869293,3412.8725091023,3536.08795232539,3511.92770697904,3483.71453523377,5277.29347162716,5655.82690437554,4853.50499641847,4120.53222078142,3857.68138605222,3888.61174832794,3716.95766778042,2839.48125590102,3214.8647512596,2837.15263529575,3413.12055703976,2532.85379393551,1540.78967319386,,,,5052.55305277224,5795.89970108006,5383.22917738631,4317.85154323668,4698.46836192815,5657.50813031783,5087.28739180005,5423.49848876718,6600.21668873339,7960.35613853629,10392.5736874052,12415.1525568823,13011.3229971498,14917.0428262856,10810.2493933985,11056.3110067102,13422.3467989874,14548.951536541,14006.4757700257,12540.1354288784,8987.74139369917,8353.99147054178,9026.03708637289,10266.3033389795,9724.90915914899
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,17148.5162489864,28878.2384165723,44488.9786721726,48751.3869052344,58396.1805466609,100583.618714883,143854.412615605,164823.271365142,179452.668669622,205846.645305657,233918.121412335,292810.276833737,348539.892147249,435854.001186065,820753.305853397,1973012.41184441,2561823.17202322,2902590.25558722,3218858.68573881,3815429.98421989,4423940.38830788,5067711.43678817,6000792.39623036,6821555.12719371,7872631.94894007,8078786.78653741,9419946.60857891,11068317.5703699,12663430.9027966,14349978.8195442,16084520.809349,17393435.3176988,18884298.5950896,20242814.8283447,21583778.0802313,22786808.7602196
Lebanon,LBN,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505089.071116616,495151.204574463,703877.622399078,1490146.4863679,3253704.31145347,4260289.39998016,4738701.62801023,5385149.86194798,5958128.90907908,6628537.31552166,7079696.33303732,6996968.32726483,6771143.16778122,6666748.51747719,6903535.3360249,6898909.04947731,6980915.27949756,6896971.55872727,6974991.1605077,7850752.47026437,9212833.61030537,11087592.5592133,11700681.6322876,11569814.2906956,11985673.2827264,11956103.8173367,11587030.9651716,11524157.100702,11502060.8590577,11760276.8270489,12097390.9307519,11734857.6618216
Liberia,LBR,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.832894733147,306.710355401471,306.473736986024,243.089340532418,286.064998942803,294.893036795442,336.11567425435,396.601761281558,478.399937913334,470.947619596855,513.445698620224,596.897081053795,657.936256349955,721.930055405248,721.182794835652,710.383857717515,714.623392230031,698.70176435511,677.322178545364,621.892953622715
Libya,LBY,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.85584992858,1976.34721038184,2051.43752210601,1962.51082777285,2052.9879760035,2158.09980524564,2418.50405794402,2764.55268623118,2451.9029091091,3162.66755826371,3658.52907421969,3791.85368735725,4702.87135137402,5981.62420846227,7540.77735906948,10680.4833016993,12264.2381217054,14267.621590527,17598.5203543702,12880.0466385305,15283.6641811599,6799.4261328522,16433.9975341049,13179.6310937401,8228.49662773102,5991.53391505403,5610.53417627774,8023.68629956218,10752.2718720947,10744.1884796823
St. Lucia,LCA,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,3904.19446283377,4395.88043205225,4091.31484114127,4340.58940635097,5462.9421040775,6083.45743164032,7146.80534686919,7748.97597358929,8697.80380453935,9676.84920611542,11338.936386031,11836.137004893,12838.6004514673,12893.1935931497,13282.0523424523,14026.0093960645,14311.2460862437,14418.9036067138,15481.5352141209,16058.5825349205,16065.9482291088,15235.9036281681,15245.4326440474,16607.4876970037,17797.9927819252,18761.8179259196,20706.5007467605,21519.0963916511,22833.075506879,21972.1828348459,23059.1188212655,24255.2790183658,24534.3585476037,25322.1183800623,26578.5727105487,27253.529359222,27976.898080256,29828.1014616894,30666.300326023,31350.8217079709
Latin America & Caribbean,LCN,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,18527.2265588263,19955.7759572901,21542.0613064873,23274.2631742233,25145.3813688378,27135.4211110163,28462.0659395763,29836.9314463351,31279.6676676677,32862.1901881456,34622.6670273194,38303.2243311228,39945.7340970757,41061.6297734145,43682.4974108596,47639.9882732337,50872.6731739178,56399.7557208032,60435.8491236802,64403.3006432563,68592.2018826635,72988.5798552762,77616.1641796095,82474.7022518766,87571.1989745612,92994.0284974093,98729.9062141125,104796.826892868,111265.513292687,122124.568952364,126413.331726133,125333.810205055,123690.191564096,121003.657644477,124680.715197957,131262.063203987,143422.93394338,156839.026606468,155160.553691748,137190.360231757,147257.876312719,140443.060645304,139726.887887478,160407.754372665,163858.367138597,161000.800640512,163211.004301875,170703.703703704,,
Sri Lanka,LKA,GDP per capita (current LCU),NY.GDP.PCAP.CN,679.63100016649,679.909692169527,673.288203382109,696.578658894527,718.250502881343,727.579062571439,732.557924972783,775.199118175619,897.835410802841,957.432838890292,1094.36845553407,1102.14914376347,1172.64490993892,1388.76773350148,1760.5624675278,1932.14961149813,2155.37127613637,2550.67171705318,2935.59309438966,3542.32800333116,4424.56334646951,5565.76577060271,6401.95308662093,7733.14460206462,9640.16210440526,10037.8455367983,10937.6282653169,11819.4885445476,13152.0034525031,14724.652890002,18572.5623901456,21233.5056044719,23977.4083529399,27870.0102087479,32003.3566043384,36604.4631471116,41820.436419356,48198.6259467595,54834.7960545768,59258.7563903545,66975.3287440712,74419.3154195835,82984.2095064011,94801.5237382242,107846.727159991,125494.167609619,149202.080506613,180358.838031001,220710.845244872,240280.819825251,316540.900363083,353900.832485647,427537.983138311,465976.437799369,498659.691332178,522204.1263567,565772.923506108,621530.637940683,662948.929856945,688719.05937715
Lower middle income,LMC,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,GDP per capita (current LCU),NY.GDP.PCAP.CN,29.5006389814516,29.8983456248754,34.4019808177316,37.9208109636288,41.0505851644734,42.5021630565127,43.0030346339008,43.9895954682299,44.6179417191479,46.8432035104567,47.7196610834987,51.9658678299928,57.7479238135912,76.255034555046,90.6570201700814,95.2797744987905,107.580846922677,136.829527177063,183.211850755848,187.538334816189,250.77317376171,276.527998641311,267.541422118786,296.560471058588,329.940034544077,392.291880579059,466.546348447709,513.688725966146,655.691246330463,779.627532832542,905.712409178123,1116.1094242367,1329.81470415786,1498.41546320016,1675.41583303068,1914.02008218696,2102.92443070872,2336.71894530813,2569.58917976126,2761.04897137292,3029.14186512817,3491.89670586617,4028.55196176624,4339.51865585122,4866.53853056422,5359.70104913848,6125.52193810966,6085.67301585065,7310.85364865593,7550.03605290305,8324.63068248535,9500.95900966505,10295.353211855,11518.3779561586,13276.4663924702,14700.036841884,15350.4942097561,15323.4248788282,16170.287532822,16728.4666878856
Late-demographic dividend,LTE,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2139.51735167543,2697.16618637261,3279.40943242175,3668.84860837155,3607.04353678724,3819.98542092437,4089.67569028396,4415.29804677051,4880.65737041877,5400.44982714331,6321.19593875507,7363.8680464808,8987.31653634736,10223.2395346052,8515.81910490193,9025.76087679456,10314.5785414358,11156.0210564859,11828.4884583876,12462.5472868846,12847.8422050941,13560.0564947523,14944.6054540318,16156.9452619503,17379.0952417861
Luxembourg,LUX,GDP per capita (current LCU),NY.GDP.PCAP.CN,2778.90601012836,2754.55115277186,2865.39981917381,3025.58825053996,3415.5180228833,3445.83490799397,3594.99306069273,3606.43013776325,3935.76503796338,4535.08892444444,5515.20530941619,5562.90210004643,6197.589728794,7449.14053359966,8963.47950992818,8212.61902771974,9402.75302094913,9645.53988011889,10534.6507111741,11440.0409528849,12405.8242482493,13184.6305701965,14763.2276862048,16236.952371575,17982.9471745747,19019.8305999902,20807.6662458769,21503.5913688469,23797.7555228277,26917.055953328,28700.0366636114,31326.7968992248,32649.6982214573,35572.4651864897,37722.6813923187,38609.0792291221,40348.9601062225,41717.1534151866,42816.5010595715,48482.8224635577,52898.0495072198,53840.5028027858,56244.0992883958,57985.0541372362,60981.9491590172,64560.944883244,71531.5241929853,77457.1108328663,78028.4068351581,74282.4021712272,79253.5244884634,83273.6487333774,83082.0742599059,85577.8121319199,89561.0360242954,91407.0266360489,94271.3285247434,95272.1469104666,98779.6397730076,102462.890549382
Latvia,LVA,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.13446040888,1628.24741172835,1898.07555035727,2211.35737453712,2488.58577463497,2618.5196123627,2892.1120990053,3186.01727730546,3628.5347460991,4169.24633570153,4875.97442824558,6068.7341739924,7705.57399011971,10266.4442752775,11203.5045803974,8817.84159923873,8565.75346057672,9865.13386114252,10777.642542787,11329.8621169038,11863.9680767506,12351.7701654642,12795.18427057,13797.3281475898,15077.0247004163,15932.8012655865
"Macao SAR, China",MAC,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,28022.2011642074,32081.278192319,38187.9831419766,38056.034680409,41137.9236850919,50454.2799662535,56881.3459985722,64777.9483927965,75143.6848473567,84544.1228868918,107358.043228055,121075.421597573,132022.932890063,144594.345715968,144242.233198516,143295.660666946,131332.760439045,123982.092962668,126087.586667976,124944.62686499,131067.842190985,142848.760770593,180068.999590752,200622.129073144,239648.115933811,292128.417418054,325596.470764053,325735.182370821,418140.199435546,534368.010573097,609564.232260535,713344.256389295,749007.129689872,601597.781044205,592125.788954957,654252.832946505,703990.906154811,678699.966429592
St. Martin (French part),MAF,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per capita (current LCU),NY.GDP.PCAP.CN,833.974342328104,804.233218960318,916.875242743173,994.546825907564,1018.48648475258,1044.73503607872,993.449620720099,1026.55922333097,1076.62549476486,1174.6734828538,1244.96280066573,1339.29878598692,1392.03796026994,1497.52420158232,1918.39598758957,2037.42149763658,2316.50226752626,2657.9914759029,2875.73452351779,3156.81964476709,4246.9563384218,4457.4756366972,5037.85147806122,5333.62914913927,5888.8081767307,6651.10670880198,7647.79942701745,7695.40902917561,8753.61168387474,9092.36752432732,9940.31137211525,11029.9513431287,11094.4622918134,11152.4708829844,12211.8408183444,12231.9286900451,13606.648096989,13307.0269958221,14141.380447078,14196.4647076461,14185.1048603919,15138.0353026735,15611.1159922054,16520.2254380759,17318.3334304445,17889.7982123891,19315.2448154628,20474.68718657,22401.1577530373,23099.094960916,23904.218124589,24649.5138189633,25131.5806594948,26239.291120707,26662.2549200109,28074.881544574,28409.5814262957,29428.0643702291,30243.8973739047,30814.0254751576
Monaco,MCO,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,10566.9678504514,11667.0399224316,12868.754979003,14542.2934244445,16648.9270816557,18468.2629176919,21094.3243613854,23505.1493665001,26388.0957948403,29730.91683716,33193.9046176855,36760.2126132096,41459.9070474536,45178.8621916931,48473.5425815503,51445.5185557714,55090.1566406116,57776.0619171695,62159.9264771289,66716.6958539498,69971.0242203954,72026.3013976099,73963.3149171271,73729.6059178664,75652.0584852965,77548.1508008855,78950.5210517825,80792.4616368287,83638.227278489,85656.9400829041,89402.2863719787,91940.7884200801,94121.3954764372,95917.9108979579,98815.8447761194,99864.0782436545,106847.0312957,124173.787110789,126792.268869007,111397.831147448,113692.013927889,121424.605818343,122594.624245749,133763.312647354,142578.104067306,149626.173179914,153603.887575519,148286.101271098,157360.012408872,
Moldova,MDA,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2194.79715354806,2646.47004939246,3037.6092990553,3108.74544488554,4205.68891043047,5479.05162592436,6530.64287898337,7749.81171645873,9516.18015932082,11064.0323272013,13036.8950500864,15539.0707598187,18594.5085123036,21939.6059364762,21097.2427911991,30150.5395621228,34537.9656784155,36888.1739126786,41813.8333895362,46721.7256164791,51420.7441798111,57389.2961526246,64925.8191363254,71140.083937874,79054.7561612064
Madagascar,MDG,GDP per capita (current LCU),NY.GDP.PCAP.CN,6516.57539073922,6608.13541625188,6819.05983051294,6833.24482225696,7043.1772122555,7133.29411369097,7509.65435208863,7774.70372235173,8169.77062185769,8571.02700892435,9390.50015168092,9838.08456831684,9734.70918230737,10316.885132039,12566.437110831,12950.8563760898,13413.6278761204,14491.8027062211,14639.7966736726,17397.9020793249,25217.162753788,28830.8119352065,36245.498423604,42449.9552546702,46055.8144596571,50064.2976982188,56813.9288159177,64525.8355572948,81952.9637720804,90373.4515473404,101287.641270835,100036.183324892,112582.471529922,122698.038004143,165366.667817188,242989.814751325,288138.939102999,302515.906148752,323495.136740062,351792.545575432,397396.171837213,440693.345436781,436174.580905102,456691.781321768,531666.957012912,640041.736844597,725707.114162409,821985.92739456,916287.171912767,914603.980248642,986371.123832478,1075875.20668147,1137328.48019978,1194086.679821,1281930.18862278,1370638.92228996,1511891.04013436,1605708.81291909,1758733.57321777,1889559.37235243
Maldives,MDV,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,2025.62676910635,2063.80017579842,2023.5382776669,2313.27023898686,4222.03992343451,4763.18607976279,5169.56752129784,6415.37127883839,7056.74857592297,7913.7222299201,9204.68905439195,10906.5901780623,12743.7411381288,14561.5300591496,16592.5145220204,18478.4704433401,20452.7303102441,22671.8710440339,23679.7027434766,25355.273519616,26301.0050179314,37201.4557850691,39029.7294908663,44492.5863031621,50450.3185388656,46591.5721759155,61567.5278713353,71352.9840170183,84661.2370869874,84946.0789251778,90581.2790169905,106469.426405078,111634.700695051,121834.225793023,130723.645161661,138809.787103085,141532.031300932,146801.740726266,158996.438793398,165979.474642765
Middle East & North Africa,MEA,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,GDP per capita (current LCU),NY.GDP.PCAP.CN,4.31538198847984,4.54241507018314,4.72691857477235,5.11307011907593,5.86845143654197,6.18712966884374,6.67842171407976,7.07041761123471,7.57763900259936,8.12889642682745,8.62243660931225,9.23197973606825,10.3309670664678,12.2682388098083,15.5261276781794,18.453913356159,22.3865279801392,29.4099388064906,36.235440682886,46.3977493643486,69.6296261533784,93.1742563324167,146.526227473996,257.941143814356,415.843778278673,660.037691085109,1060.80806506282,2567.42976689632,5109.88674087315,6616.302310637,8753.56696245263,11053.2234790646,12907.6620102514,17603.221896557,19759.245710787,25216.8406685403,33529.4369513218,41882.2767144988,50076.0741607,58865.2229405288,67681.4307848511,70483.6236814849,73319.3385285925,76336.1630783242,84469.9151122253,90209.2335316786,98837.154182925,105377.142188098,111481.433646451,108148.163561162,117153.388075301,126760.158299366,134878.435781524,136982.041319661,145185.683629533,152238.014644851,163119.680758597,175607.981463042,186158.65208798,189998.287242062
Marshall Islands,MHL,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,972.62722227448,1047.70763322132,1196.62357763192,1234.89345405805,1144.67951895234,1392.38019447415,1493.44367249188,1603.52063153597,1588.78219118289,1660.12988936134,1704.54921080902,1849.18265813788,1995.96636631816,2152.16568754356,2382.82101591454,2193.77436526626,2194.36273538157,2229.71244737469,2267.34426749698,2272.72279471164,2388.54964801058,2515.52797403093,2458.0683178689,2456.24495190543,2568.36114227804,2608.60544766618,2745.438975219,2726.09748282123,2698.17955555556,2876.994996984,3083.83187985353,3224.33838179029,3296.69816291405,3230.02326028787,3213.83728825363,3473.77500649519,3666.69537359193,3788.16359372058,
Middle income,MIC,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.502623948767,485.626362688644,6238.37470375766,31366.9968367382,77710.9385210599,89908.3928819938,93288.9255937466,97851.168084785,101930.014905144,108598.918985138,122195.635090885,123549.936803727,126203.068140999,130851.562218458,136499.488587529,149711.712962311,162297.013616683,180538.542654155,200690.461483094,200393.516023623,211178.510494552,223975.349423181,224995.395988387,241750.868348661,253940.39296844,268814.732452023,285856.748424242,296881.454143043,315922.35657176,334801.404779264
Mali,MLI,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,11876.8903608164,14722.0606192704,15075.5831530014,16715.6571348847,18004.0468655131,19949.8717030682,20082.3600861036,20363.051705089,27464.4192982775,34021.2600398258,38425.7667193513,40390.3626729868,48786.857631287,52437.2586326392,57802.7554042115,59317.8605805539,65543.1952590573,70012.742488325,79860.953289813,80652.0843746247,77932.7315097742,79060.5324932124,83888.926908375,86413.9361671535,88992.4037525446,84658.5037920603,87819.5536655172,123820.654566529,140930.185705658,144581.5898762,155950.135976814,166291.265974883,198974.640080519,192141.854090529,225363.099072004,233377.103814473,228135.507663343,232534.297243043,257841.248838794,273251.057418791,285973.797389057,310901.211379652,330010.495987739,351439.626673652,394720.621381511,397531.862544627,397605.718709893,418857.96977363,444281.70368933,462465.655643403,482271.465003392,499966.19087531,521891.882951044
Malta,MLT,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,804.066082934082,828.87710604559,867.254422218548,982.484116479153,1118.20984383899,1398.32852324947,1709.81182180303,2004.67961038538,2296.98112720919,2668.28640909932,3176.8851553001,3511.5373281251,3636.5286071102,3552.78739214096,3579.18558469175,3630.74197805333,3839.78621598791,4091.33692323323,4481.13092924494,4903.76708618222,5324.18104300195,5691.38286907887,6106.82039508403,6497.36418283474,7042.855999381,7495.64807283152,7890.39365104434,8703.1826767087,9215.20840308653,9895.04048217391,10605.0590047861,10846.2918926896,11395.0798244307,11939.6080053791,12092.7411181554,12751.0986989704,13288.9062145331,14155.7911507558,14970.7239501782,14882.2843455514,15921.2849932933,16421.6082475713,17057.5431423619,17947.0881054166,19576.8446260338,21633.4742423936,22705.193437662,24112.0248568907,25517.0191568826,26277.5188012406
Myanmar,MMR,GDP per capita (current LCU),NY.GDP.PCAP.CN,281.594416546725,280.88915065373,287.82708372627,322.22276249307,285.566267815532,314.270422396569,302.611027902903,322.588817185005,359.05872202333,372.242641862101,376.250457982266,373.901758094129,377.037561335546,401.35893945202,646.724448827766,766.944148845378,875.860689516027,924.789661714576,971.028435742836,1055.3025088918,1128.11609688118,1225.96733769127,1309.97493946428,1365.32038704586,1439.1729882612,1474.28367990109,1525.3311693208,1743.4122768472,1902.00252703891,3060.68350025359,3675.83569635167,4459.33448343535,5881.71686766026,8401.04180923097,10897.5736080607,13774.6466540922,17816.4386262405,24862.9312842741,35293.4212239883,47428.9501736826,54639.3158637723,75139.5062627686,117924.500752806,160265.673348065,186945.845033585,251006.833023888,341833.648573408,470282.527877295,585489.637598443,674503.314572807,786089.365195638,908164.918191318,996996.170164613,1118782.71675142,1248295.38687113,1408783.65552517,1559047.43623865,1738187.8763037,1959814.67701651,2157047.00845511
Middle East & North Africa (excluding high income),MNA,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.63153979668,2132.25791049887,2230.71587398414,2466.45336103367,2722.38498874221,2954.76027291331,3527.7086297305,4366.35356200528,5029.96422834859,4842.17217052082,5045.12227409804,5265.10493017825,5126.44517169647,5412.81891543399,5561.05884434152,5873.91968933986,6354.15866547325,6907.57953831545,7494.25852622917,7888.77530190296
Mongolia,MNG,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,3731.11991912984,3997.92168909272,4307.30128979309,4485.04724618476,4486.65665467722,4550.76141550908,4396.34298262924,4456.61668660099,4600.33291621106,5012.07158674103,5862.21532911048,10190.0450287364,25019.1176713119,100600.394399753,167553.935072412,283485.671578141,318573.249652072,399414.578415179,401356.552971901,454726.298940547,510575.153394193,575254.201335103,634645.080754448,740886.416066028,945828.176074982,1203838.20629475,1573968.45312905,1910944.93110547,2490814.36803402,2464899.01985791,3587118.18393056,4755249.81933769,5908034.64493031,6653583.13330733,7559944.83175448,7720812.59725477,7833787.33463576,8952561.25234508,10223690.1013398,11440536.3114964
Northern Mariana Islands,MNP,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21978.7743923314,21381.6073308368,21136.8479893792,18764.8119981607,17715.9013635876,16986.9066806715,17189.9313501144,14669.7913014596,14804.2467250931,13571.0582833444,13827.7696967465,14274.2406542056,15278.9078745141,16690.5700968089,22246.7430768136,28305.222587603,23258.6758552794,
Mozambique,MOZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.696724317589,491.695596719137,752.89024814372,1150.68798949535,1724.32823368373,2946.04358074795,3503.61689565824,3964.2473698475,4362.45283918269,4774.76316947332,6034.43148152376,7095.89535473353,7694.11126112844,8607.01136764064,9578.34693939789,11024.8115593325,12427.4664384536,13717.1902385804,14302.9227450359,16001.3774004238,17283.2015785683,18659.3711699574,19991.4768966843,21130.777824059,23584.0385930006,27046.4744123434,29338.7557690918,30099.2450390328,30772.2215220979
Mauritania,MRT,GDP per capita (current LCU),NY.GDP.PCAP.CN,,897.729932691806,899.434172471658,894.049572453369,1158.37648936272,1278.62951703126,1295.02412158968,1332.19767623669,1424.03429076603,1377.31461841342,1498.54018416914,1573.98343214805,1624.54964557916,1753.16130922219,2151.1554833104,2278.5675425433,2546.3651458132,2581.2779252141,2556.2910305092,2919.76688227753,3123.02141525985,3365.33367700188,3513.62756756836,3797.27616235482,3960.65665370626,4372.65229289317,4823.56240326052,5284.79304399105,5516.40012876754,6078.90137650819,5971.00313812051,8374.26189417945,8790.6236450742,10150.9115173216,10655.5726051156,11732.2045011519,12329.5721144709,12929.1733150118,15345.1629586542,16243.0277347814,16164.7777618518,16516.6066459443,17382.2504165618,18882.9334357198,21326.8733114298,25785.607206416,33831.3065690288,35093.4149607949,37624.4275140327,36451.5086156723,44444.4240805107,52843.7584059347,53843.0387092701,56891.9055275529,50770.2569592276,49482.379091422,54154.2833563987,56487.6499740577,57115.2702086767,61564.1997164635
Mauritius,MUS,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,5189.14911853963,5906.3642648682,6703.81007371192,8043.05349683331,9002.74212531792,10412.4382179014,11813.3520600572,12741.4542009462,14186.6252527857,16283.7276390261,19156.7155470847,23378.458461782,27494.1791861692,31651.5419591728,37250.5962078817,41781.1179650666,46272.6148310512,52481.5839449449,57425.3441176946,62582.9466073088,69987.4527776112,76788.1950806595,86211.3873327008,93085.0774334683,103136.660114435,112340.793221025,120415.746861461,133751.927771414,148163.72695235,155825.65259303,180608.365019011,205876.75354743,228477.776679278,233885.856429504,246286.788227767,264009.856244471,279201.389939501,295869.473159004,310929.834551214,324640.722949774,344103.118942787,361534.319194884,380344.470850065,397428.796937058
Malawi,MWI,GDP per capita (current LCU),NY.GDP.PCAP.CN,31.8034177198589,33.2732706771231,34.0709911298206,34.6474803172825,34.4958338406858,39.6424200500186,43.863486453847,44.9148732131742,45.7617927333499,48.3392467981523,51.4692220005094,62.8689877388908,65.6442035764898,71.4655523276075,88.1554087211391,98.3695758148639,110.356746214286,127.31829030424,135.784014048143,142.292932510026,160.804679350574,172.806244916087,189.704971912059,213.270422759295,245.153804083992,267.58785828864,287.345114539553,320.974467231026,409.230851170993,483.517722078564,545.742729544367,643.434550076534,669.442285251053,938.85577123993,1059.41192465592,2169.58831987477,3483.98145466297,4266.45581557201,5154.8177948811,7213.44127251799,9311.79995116945,10840.3492039888,22884.8567877651,26056.0325631755,30772.968348307,34288.8914594321,41914.3929036738,46502.0927451651,54467.4381860577,61861.0356412426,72033.2564582879,83728.1646735434,97540.4018120285,126970.533797993,157750.957283017,190148.485220005,226729.69922214,260501.033940644,279208.347537371,306990.266173028
Malaysia,MYS,GDP per capita (current LCU),NY.GDP.PCAP.CN,719.194511954923,691.627670048697,704.873324128296,856.271621304181,884.713614085911,949.975846470467,982.933343574989,971.698606206747,989.999692172729,1063.37811281951,1094.85899421249,1171.08053897366,1255.70930488542,1615.07674094542,1925.51594190397,1836.18291677311,2252.44209716033,2528.47624045449,2887.02772319313,3449.0262318118,3863.43467227517,4076.182508944,4325.76098848949,4753.49109385088,5236.20587221235,4966.36723795169,4462.42834662336,4907.69882580801,5426.35863842281,6003.3792077009,6604.66791023584,7296.13713048808,7929.52311508454,8837.30569182348,9784.05706419722,10858.9060694106,12072.3509372829,13068.576042074,12807.9326947643,13272.1435462346,15365.9157954488,14871.0291597085,15829.7591938266,16955.0212097186,18818.4093051661,21158.6248376888,22776.3105211858,24900.1043024479,28269.5267433852,25702.3966794351,29120.5679516492,31822.0806252357,33412.9175500932,34565.7614583958,37046.2161375872,38880.1981251868,40726.9344135292,44097.3079979224,45892.1324886607,47285.6195522116
North America,NAC,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
